CategoryID,CategoryName,TopicID,TopicName,TopicDifficult,TileID,TileName,TileImg
,,205,Accessories,Normal,1,Scarf,
,,,,,2,Belt,
,,,,,3,Watch,
,,,,,4,Sunglasses,
,,206,Hats,Normal,1,Beanie,
,,,,,2,Fedora,
,,,,,3,Baseball Cap,
,,,,,4,Sun Hat,
,,207,Denim,Normal,1,Skinny Jeans,
,,,,,2,Bootcut Jeans,
,,,,,3,Denim Jacket,
,,,,,4,Denim Skirt,
,,208,Athleisure,Normal,1,Hoodie,
,,,,,2,Jogger,
,,,,,3,Sports Bra,
,,,,,4,Track Jacket,
,,209,Formal Shoes,Normal,1,Oxford Shoe,
,,,,,2,Derby Shoe,
,,,,,3,Monk Strap,
,,,,,4,Patent Pump,
,,210,Bags,Normal,1,Backpack,
,,,,,2,Tote Bag,
,,,,,3,Clutch,
,,,,,4,Crossbody,
,,211,Jewelry,Normal,1,Necklace,
,,,,,2,Bracelet,
,,,,,3,Earring,
,,,,,4,Ring,
,,212,Summer Wear,Normal,1,Swimsuit,
,,,,,2,Cover-Up,
,,,,,3,Flip-Flop,
,,,,,4,Linen Shirt,
,,213,Winter Gear,Normal,1,Wool Coat,
,,,,,2,Mittens,
,,,,,3,Earmuffs,
,,,,,4,Thermal Leggings,
,,214,Workwear,Normal,1,Work Boots,
,,,,,2,Cargo Pants,
,,,,,3,Utility Vest,
,,,,,4,Hard Hat,
,,215,Sleepwear,Normal,1,Pajamas,
,,,,,2,Robe,
,,,,,3,Nightgown,
,,,,,4,Sleep Mask Accessory,
,,216,Underwear,Normal,1,Boxers,
,,,,,2,Briefs,
,,,,,3,Undershirt,
,,,,,4,Bralette,
,,217,Traditional Wear,Normal,1,Kimono,
,,,,,2,Sari,
,,,,,3,Kilt,
,,,,,4,Dirndl,
,,218,Sportswear,Normal,1,Soccer Jersey,
,,,,,2,Basketball Short,
,,,,,3,Cleat,
,,,,,4,Compression Shirt,
,,219,Fabric Types,Normal,1,Cotton,
,,,,,2,Linen,
,,,,,3,Wool,
,,,,,4,Silk,
,,220,Closet Items,Normal,1,Hanger,
,,,,,2,Garment Bag,
,,,,,3,Shoe Tree,
,,,,,4,Lint Roller,
12,Home & Furniture,221,Living Room,Normal,1,Sofa,
,,,,,2,Coffee Table,
,,,,,3,Armchair,
,,,,,4,Tv Stand,
,,222,Bedroom,Normal,1,Bed Frame,
,,,,,2,Nightstand,
,,,,,3,Dresser,
,,,,,4,Wardrobe,
,,223,Kitchen,Normal,1,Cabinet,
,,,,,2,Kitchen Island,
,,,,,3,Barstool,
,,,,,4,Pantry Shelf,
,,224,Bathroom,Normal,1,Vanity,
,,,,,2,Shower Curtain,
,,,,,3,Bath Mat,
,,,,,4,Towel Rack,
,,225,Lighting,Normal,1,Floor Lamp,
,,,,,2,Table Lamp,
,,,,,3,Chandelier,
,,,,,4,Sconce,
,,226,Decor,Normal,1,Area Rug,
,,,,,2,Wall Art,
,,,,,3,Vase,
,,,,,4,Picture Frame,
,,227,Outdoor,Normal,1,Patio Chair,
,,,,,2,Picnic Table,
,,,,,3,Hammock,
,,,,,4,Fire Pit,
,,228,Storage,Normal,1,Bookshelf,
,,,,,2,Storage Bin,
,,,,,3,Closet Organizer,
,,,,,4,Shoe Rack,
,,229,Dining,Normal,1,Dining Table,
,,,,,2,Dining Chair,
,,,,,3,Sideboard,
,,,,,4,China Cabinet,
,,230,Entryway,Normal,1,Console Table,
,,,,,2,Coat Rack,
,,,,,3,Umbrella Stand,
,,,,,4,Welcome Mat,
,,231,Kids Room,Normal,1,Bunk Bed,
,,,,,2,Toy Chest,
,,,,,3,Play Table,
,,,,,4,Beanbag,
,,232,Office,Normal,1,Writing Desk,
,,,,,2,Office Chair,
,,,,,3,Filing Cabinet,
,,,,,4,Bookcase,
,,233,Laundry,Normal,1,Washing Machine,
,,,,,2,Dryer,
,,,,,3,Laundry Basket,
,,,,,4,Ironing Board,
,,234,Garage,Normal,1,Workbench,
,,,,,2,Storage Pegboard,
,,,,,3,Utility Shelf,
,,,,,4,Bike Rack,
,,235,Windows,Normal,1,Curtains,
,,,,,2,Blinds,
,,,,,3,Roman Shade,
,,,,,4,Valance,
,,236,Flooring,Normal,1,Hardwood,
,,,,,2,Tile,
,,,,,3,Carpet,
,,,,,4,Laminate,
,,237,Bedding,Normal,1,Comforter,
,,,,,2,Pillow,
,,,,,3,Sheet Set,
,,,,,4,Duvet,
,,238,Kitchenware,Normal,1,Dinner Plate,
,,,,,2,Cutlery Set,
,,,,,3,Wine Glass,
,,,,,4,Serving Bowl,
,,239,Plants Indoors,Normal,1,Snake Plant,
,,,,,2,Pothos,
,,,,,3,Succulent Pot,
,,,,,4,Fiddle Leaf Fig,
,,240,Home Safety,Normal,1,Smoke Alarm,
,,,,,2,Carbon Monoxide Detector,
,,,,,3,Fire Extinguisher,
,,,,,4,First Aid Kit,
13,Tools & Hardware,241,Hand Tools,Normal,1,Hammer,
,,,,,2,Screwdriver,
,,,,,3,Pliers,
,,,,,4,Wrench,
,,242,Power Tools,Normal,1,Drill,
,,,,,2,Circular Saw,
,,,,,3,Jigsaw,
,,,,,4,Sander,
,,243,Fasteners,Normal,1,Nail,
,,,,,2,Wood Screw,
,,,,,3,Bolt,
,,,,,4,Toggle Anchor,
,,244,Measuring,Normal,1,Tape Measure,
,,,,,2,Level,
,,,,,3,Caliper,
,,,,,4,Framing Square,
,,245,Cutting Tools,Normal,1,Utility Knife,
,,,,,2,Hacksaw,
,,,,,3,Chisel,
,,,,,4,Pruning Shear,
,,246,Safety Gear,Normal,1,Goggles,
,,,,,2,Ear Protection,
,,,,,3,Work Glove,
,,,,,4,Hard Hat Tool,
,,247,Painting Tools,Normal,1,Paint Roller,
,,,,,2,Paintbrush,
,,,,,3,Drop Cloth,
,,,,,4,Paint Tray,
,,248,Adhesives,Normal,1,Wood Glue,
,,,,,2,Epoxy,
,,,,,3,Construction Adhesive,
,,,,,4,Caulk,
,,249,Plumbing,Normal,1,Pipe Wrench,
,,,,,2,Plunger,
,,,,,3,Pipe Cutter,
,,,,,4,Thread Tape,
,,250,Electrical,Normal,1,Wire Stripper,
,,,,,2,Voltage Tester,
,,,,,3,Outlet,
,,,,,4,Junction Box,
,,251,Yard Tools,Normal,1,Shovel,
,,,,,2,Rake,
,,,,,3,Garden Hoe,
,,,,,4,Wheelbarrow,
,,252,Hardware Storage,Normal,1,Toolbox,
,,,,,2,Pegboard Hook,
,,,,,3,Screw Bin,
,,,,,4,Parts Organizer,
,,253,Sanding,Normal,1,Sandpaper,
,,,,,2,Sanding Block,
,,,,,3,Orbital Sander,
,,,,,4,Belt Sander,
,,254,Concrete Tools,Normal,1,Trowel,
,,,,,2,Bull Float,
,,,,,3,Concrete Mixer,
,,,,,4,Edger,
,,255,Ladders,Normal,1,Step Ladder,
,,,,,2,Extension Ladder,
,,,,,3,Platform Ladder,
,,,,,4,Folding Ladder,
,,256,Clamp Types,Normal,1,C-Clamp,
,,,,,2,Bar Clamp,
,,,,,3,Spring Clamp,
,,,,,4,Pipe Clamp,
,,257,Saw Blades,Normal,1,Rip Blade,
,,,,,2,Crosscut Blade,
,,,,,3,Diamond Blade,
,,,,,4,Reciprocating Blade,
,,258,Welding,Normal,1,Welding Mask,
,,,,,2,Welding Rod,
,,,,,3,Welding Torch,
,,,,,4,Slag Hammer,
,,259,Automotive Tools,Normal,1,Socket Wrench,
,,,,,2,Torque Wrench,
,,,,,3,Impact Driver,
,,,,,4,Creeper,
,,260,Shop Supplies,Normal,1,Shop Vacuum,
,,,,,2,Drop Cord,
,,,,,3,Work Light,
,,,,,4,Bench Vise,
14,Technology & Gadgets,261,Smartphones,Normal,1,Touchscreen Phone,
,,,,,2,Android Phone,
,,,,,3,Iphone,
,,,,,4,Foldable Phone,
,,262,Computers,Normal,1,Laptop,
,,,,,2,Desktop,
,,,,,3,Gaming Rig,
,,,,,4,Ultrabook,
,,263,Tablets,Normal,1,Android Tablet,
,,,,,2,Ipad,
,,,,,3,E-Reader,
,,,,,4,Drawing Tablet,
,,264,Wearables,Normal,1,Smartwatch,
,,,,,2,Fitness Tracker,
,,,,,3,Vr Headset,
,,,,,4,Smart Glasses,
,,265,Audio Gear,Normal,1,Wireless Earbuds,
,,,,,2,Over-Ear Headphone,
,,,,,3,Soundbar,
,,,,,4,Bluetooth Speaker,
,,266,Cameras,Normal,1,Dslr,
,,,,,2,Mirrorless Camera,
,,,,,3,Action Camera,
,,,,,4,Camcorder,
,,267,Home Tech,Normal,1,Smart Thermostat,
,,,,,2,Smart Bulb,
,,,,,3,Smart Plug,
,,,,,4,Home Hub,
,,268,Gaming,Normal,1,Game Console,
,,,,,2,Gaming Controller,
,,,,,3,Vr Controller,
,,,,,4,Gaming Mouse,
,,269,Networking,Normal,1,Wifi Router,
,,,,,2,Mesh System,
,,,,,3,Ethernet Switch,
,,,,,4,Modem,
,,270,Storage,Normal,1,Ssd Drive,
,,,,,2,External Hard Drive,
,,,,,3,Usb Flash,
,,,,,4,Network Nas,
,,271,Peripherals,Normal,1,Mechanical Keyboard,
,,,,,2,Wireless Mouse,
,,,,,3,Webcam,
,,,,,4,Monitor,
,,272,PC Components,Normal,1,Graphics Card,
,,,,,2,Motherboard,
,,,,,3,Cpu,
,,,,,4,Power Supply,
,,273,Printers,Normal,1,Inkjet Printer,
,,,,,2,Laser Printer,
,,,,,3,3D Printer,
,,,,,4,Photo Printer,
,,274,Mobile Accessories,Normal,1,Phone Case,
,,,,,2,Screen Protector,
,,,,,3,Portable Charger,
,,,,,4,Car Mount,
,,275,Smart Home Security,Normal,1,Video Doorbell,
,,,,,2,Security Camera,
,,,,,3,Smart Lock,
,,,,,4,Motion Sensor,
,,276,Cloud Services,Normal,1,Cloud Backup,
,,,,,2,File Sync,
,,,,,3,Streaming Service,
,,,,,4,Online Storage,
,,277,Software,Normal,1,Operating System,
,,,,,2,Office Suite,
,,,,,3,Photo Editor,
,,,,,4,Video Editor,
,,278,Kitchen Gadgets,Normal,1,Smart Kettle,
,,,,,2,Precision Cooker,
,,,,,3,Kitchen Scale,
,,,,,4,Coffee Grinder,
,,279,Emerging Tech,Normal,1,Drone,
,,,,,2,Robot Vacuum,
,,,,,3,Smart Tag,
,,,,,4,Augmented Reality Kit,
,,280,Charging,Normal,1,Usb-C Cable,
,,,,,2,Wireless Charger,
,,,,,3,Power Bank,
,,,,,4,Charging Dock,
15,Transportation,281,Cars,Normal,1,Sedan,
,,,,,2,Coupe,
,,,,,3,Convertible,
,,,,,4,Hatchback,
,,282,Public Transit,Normal,1,City Bus,
,,,,,2,Subway,
,,,,,3,Tram,
,,,,,4,Ferry,
,,283,Bikes,Normal,1,Mountain Bike,
,,,,,2,Road Bike,
,,,,,3,Bmx,
,,,,,4,Cruiser,
,,284,Air Travel,Normal,1,Airplane,
,,,,,2,Jet,
,,,,,3,Glider,
,,,,,4,Seaplane,
,,285,Rail,Normal,1,Freight Train,
,,,,,2,Bullet Train,
,,,,,3,Commuter Train,
,,,,,4,Monorail,
,,286,Watercraft,Normal,1,Sailboat,
,,,,,2,Yacht,
,,,,,3,Canoe,
,,,,,4,Kayak,
,,287,Trucks,Normal,1,Pickup Truck,
,,,,,2,Semi Truck,
,,,,,3,Box Truck,
,,,,,4,Dump Truck,
,,288,Motorcycles,Normal,1,Sport Bike,
,,,,,2,Cruiser Motorcycle,
,,,,,3,Scooter,
,,,,,4,Moped,
,,289,Construction Vehicles,Normal,1,Bulldozer,
,,,,,2,Excavator,
,,,,,3,Backhoe,
,,,,,4,Grader,
,,290,Emergency Vehicles,Normal,1,Ambulance,
,,,,,2,Fire Engine,
,,,,,3,Police Cruiser,
,,,,,4,Rescue Helicopter,
,,291,Space Travel,Normal,1,Shuttle,
,,,,,2,Rocket,
,,,,,3,Lander,
,,,,,4,Space Plane,
,,292,Electric Vehicles,Normal,1,Electric Car,
,,,,,2,Electric Scooter,
,,,,,3,Electric Bike,
,,,,,4,Electric Bus,
,,293,Recreational Vehicles,Normal,1,Camper Van,
,,,,,2,Motorhome,
,,,,,3,Travel Trailer,
,,,,,4,Fifth Wheel,
,,294,Agricultural Vehicles,Normal,1,Tractor,
,,,,,2,Combine,
,,,,,3,Baler,
,,,,,4,Planter,
,,295,Cargo Transport,Normal,1,Cargo Ship,
,,,,,2,Freighter,
,,,,,3,Barge,
,,,,,4,Container Ship,
,,296,Airport Vehicles,Normal,1,Luggage Cart,
,,,,,2,Pushback Tug,
,,,,,3,Fuel Truck,
,,,,,4,Catering Truck,
,,297,Snow Transport,Normal,1,Snowmobile,
,,,,,2,Snowcat,
,,,,,3,Snowplow,
,,,,,4,Sled,
,,298,Personal Mobility,Normal,1,Skateboard,
,,,,,2,Rollerblade,
,,,,,3,Hoverboard,
,,,,,4,Kick Scooter,
,,299,Ride Services,Normal,1,Taxi,
,,,,,2,Rideshare,
,,,,,3,Shuttle Van,
,,,,,4,Charter Bus,
,,300,Navigation,Normal,1,Compass,
,,,,,2,Map,
,,,,,3,Gps Unit,
,,,,,4,Sextant,
16,Sports & Activities,301,Team Sports,Normal,1,Basketball,
,,,,,2,Soccer,
,,,,,3,Baseball,
,,,,,4,Hockey,
,,302,Racquet Sports,Normal,1,Tennis,
,,,,,2,Badminton,
,,,,,3,Squash,
,,,,,4,Pickleball,
,,303,Water Sports,Normal,1,Swimming,
,,,,,2,Water Polo,
,,,,,3,Surfing,
,,,,,4,Rowing,
,,304,Winter Sports,Normal,1,Ski,
,,,,,2,Snowboard,
,,,,,3,Ice Skate,
,,,,,4,Luge,
,,305,Track & Field,Normal,1,Sprint,
,,,,,2,Long Jump,
,,,,,3,Shot Put,
,,,,,4,Pole Vault,
,,306,Combat Sports,Normal,1,Boxing,
,,,,,2,Karate,
,,,,,3,Judo,
,,,,,4,Taekwondo,
,,307,Fitness Activities,Normal,1,Crossfit,
,,,,,2,Spinning,
,,,,,3,Pilates,
,,,,,4,Aerobics,
,,308,Outdoor Adventures,Normal,1,Hiking,
,,,,,2,Camping,
,,,,,3,Rock Climbing,
,,,,,4,Orienteering,
,,309,Cycling Events,Normal,1,Time Trial,
,,,,,2,Road Race,
,,,,,3,Bmx Park,
,,,,,4,Cyclocross,
,,310,Court Games,Normal,1,Volleyball,
,,,,,2,Handball,
,,,,,3,Futsal,
,,,,,4,Netball,
,,311,Recreational Games,Normal,1,Bowling,
,,,,,2,Darts,
,,,,,3,Billiards,
,,,,,4,Shuffleboard,
,,312,Gymnastics,Normal,1,Balance Beam,
,,,,,2,Vault,
,,,,,3,Uneven Bars,
,,,,,4,Pommel Horse,
,,313,Athletic Gear,Normal,1,Dumbbell Rack,
,,,,,2,Kettlebell Set,
,,,,,3,Medicine Ball,
,,,,,4,Jump Rope,
,,314,Yoga Styles,Normal,1,Hatha Yoga,
,,,,,2,Vinyasa,
,,,,,3,Hot Yoga,
,,,,,4,Yin Yoga,
,,315,Dance Styles,Normal,1,Ballet,
,,,,,2,Salsa,
,,,,,3,Hip Hop,
,,,,,4,Tango,
,,316,Running Events,Normal,1,Marathon,
,,,,,2,Half Marathon,
,,,,,3,10K,
,,,,,4,5K,
,,317,Field Sports,Normal,1,Lacrosse,
,,,,,2,Rugby,
,,,,,3,Cricket,
,,,,,4,Ultimate Frisbee,
,,318,Target Sports,Normal,1,Archery,
,,,,,2,Skeet,
,,,,,3,Air Rifle,
,,,,,4,Crossbow,
,,319,Beach Activities,Normal,1,Beach Volleyball,
,,,,,2,Sandcastle,
,,,,,3,Snorkeling,
,,,,,4,Paddleboard,
,,320,Mind Games,Normal,1,Chess,
,,,,,2,Checkers,
,,,,,3,Sudoku,
,,,,,4,Crossword,
17,Hobbies & Leisure,321,Crafts,Normal,1,Knitting,
,,,,,2,Crochet,
,,,,,3,Quilting,
,,,,,4,Scrapbook,
,,322,Collecting,Normal,1,Coin Collection,
,,,,,2,Stamp Album,
,,,,,3,Comic Book,
,,,,,4,Trading Card,
,,323,Gardening,Normal,1,Vegetable Patch,
,,,,,2,Flower Bed,
,,,,,3,Bonsai,
,,,,,4,Herb Garden,
,,324,Board Games,Normal,1,Settlers,
,,,,,2,Ticket To Ride,
,,,,,3,Monopoly,
,,,,,4,Catan Expansion,
,,325,Reading,Normal,1,Novel,
,,,,,2,Mystery Book,
,,,,,3,Graphic Novel,
,,,,,4,Biography,
,,326,Writing,Normal,1,Journal,
,,,,,2,Short Story,
,,,,,3,Poetry,
,,,,,4,Memoir,
,,327,Photography,Normal,1,Portrait Shot,
,,,,,2,Landscape Photo,
,,,,,3,Macro Image,
,,,,,4,Street Photo,
,,328,Cooking Hobby,Normal,1,Bread Baking,
,,,,,2,Sourdough Starter,
,,,,,3,Home Canning,
,,,,,4,Meal Prep,
,,329,DIY Projects,Normal,1,Woodworking,
,,,,,2,Home Repair,
,,,,,3,Craft Painting,
,,,,,4,Upcycling,
,,330,Gaming,Normal,1,Console Game,
,,,,,2,Pc Game,
,,,,,3,Tabletop Rpg,
,,,,,4,Mobile Game,
,,331,Outdoors,Normal,1,Birdwatching,
,,,,,2,Geocaching,
,,,,,3,Stargazing,
,,,,,4,Kayak Trip,
,,332,Music Enjoyment,Normal,1,Vinyl Record,
,,,,,2,Concert Ticket,
,,,,,3,Playlist,
,,,,,4,Open Mic,
,,333,Fitness Hobby,Normal,1,Trail Run,
,,,,,2,Spin Class,
,,,,,3,Yoga Session,
,,,,,4,Gym Visit,
,,334,Art,Normal,1,Watercolor,
,,,,,2,Oil Painting,
,,,,,3,Charcoal Sketch,
,,,,,4,Clay Sculpting,
,,335,Languages,Normal,1,Spanish Study,
,,,,,2,French Lesson,
,,,,,3,Japanese Practice,
,,,,,4,German Vocab,
,,336,Volunteering,Normal,1,Food Pantry,
,,,,,2,Animal Shelter,
,,,,,3,Park Cleanup,
,,,,,4,Tutoring,
,,337,Travel Planning,Normal,1,Itinerary,
,,,,,2,Guidebook,
,,,,,3,Packing List,
,,,,,4,Travel Journal,
,,338,Fishing,Normal,1,Tackle Box,
,,,,,2,Fishing Rod,
,,,,,3,Bait Bucket,
,,,,,4,Bobber,
,,339,Model Making,Normal,1,Model Train,
,,,,,2,Plastic Kit,
,,,,,3,Diorama,
,,,,,4,Miniature Figure,
,,340,Card Games,Normal,1,Poker,
,,,,,2,Contract Bridge,
,,,,,3,Blackjack,
,,,,,4,Hearts,
18,Music & Instruments,341,String Instruments,Normal,1,Violin,
,,,,,2,Viola,
,,,,,3,Cello,
,,,,,4,Double Bass,
,,342,Guitars,Normal,1,Acoustic Guitar,
,,,,,2,Electric Guitar,
,,,,,3,Bass Guitar,
,,,,,4,Ukulele,
,,343,Keyboards,Normal,1,Piano,
,,,,,2,Organ,
,,,,,3,Synthesizer,
,,,,,4,Harpsichord,
,,344,Brass,Normal,1,Trumpet,
,,,,,2,Trombone,
,,,,,3,French Horn,
,,,,,4,Tuba,
,,345,Woodwinds,Normal,1,Flute,
,,,,,2,Clarinet,
,,,,,3,Oboe,
,,,,,4,Bassoon,
,,346,Percussion,Normal,1,Snare Drum,
,,,,,2,Bass Drum,
,,,,,3,Xylophone,
,,,,,4,Timpani,
,,347,World Instruments,Normal,1,Sitar,
,,,,,2,Tabla,
,,,,,3,Pan Flute,
,,,,,4,Didgeridoo,
,,348,Electronic Gear,Normal,1,Drum Machine,
,,,,,2,Sampler,
,,,,,3,Midi Controller,
,,,,,4,Audio Interface,
,,349,Band Roles,Normal,1,Vocalist,
,,,,,2,Guitarist,
,,,,,3,Drummer,
,,,,,4,Bassist,
,,350,Music Genres,Normal,1,Rock,
,,,,,2,Jazz,
,,,,,3,Classical,
,,,,,4,Hip-Hop,
,,351,Orchestra Sections,Normal,1,Strings,
,,,,,2,Brass Section,
,,,,,3,Woodwind Section,
,,,,,4,Percussion Section,
,,352,Recording,Normal,1,Microphone,
,,,,,2,Studio Monitor,
,,,,,3,Mixing Console,
,,,,,4,Pop Filter,
,,353,Live Sound,Normal,1,Stage Monitor,
,,,,,2,Line Array,
,,,,,3,Lighting Rig,
,,,,,4,Stage Riser,
,,354,Choir,Normal,1,Soprano,
,,,,,2,Alto,
,,,,,3,Tenor,
,,,,,4,Bass Voice,
,,355,Music Theory,Normal,1,Scale,
,,,,,2,Chord,
,,,,,3,Interval,
,,,,,4,Rhythm,
,,356,Songwriting,Normal,1,Verse,
,,,,,2,Chorus,
,,,,,3,Bridge,
,,,,,4,Hook,
,,357,Practice Tools,Normal,1,Metronome,
,,,,,2,Tuner,
,,,,,3,Sheet Music,
,,,,,4,Music Stand,
,,358,DJ Gear,Normal,1,Turntable,
,,,,,2,Mixer,
,,,,,3,Dj Controller,
,,,,,4,Headphones Dj,
,,359,Marching Band,Normal,1,Snareline,
,,,,,2,Color Guard,
,,,,,3,Brass Line,
,,,,,4,Drum Major,
,,360,Opera,Normal,1,Aria,
,,,,,2,Libretto,
,,,,,3,Overture,
,,,,,4,Recitative,
19,Movies & TV,361,Genres,Normal,1,Comedy,
,,,,,2,Drama,
,,,,,3,Thriller,
,,,,,4,Fantasy,
,,362,Streaming Services,Normal,1,Netflix,
,,,,,2,Hulu,
,,,,,3,Disney Plus,
,,,,,4,Prime Video,
,,363,Film Roles,Normal,1,Director,
,,,,,2,Producer,
,,,,,3,Screenwriter,
,,,,,4,Cinematographer,
,,364,TV Roles,Normal,1,Anchor,
,,,,,2,Showrunner,
,,,,,3,Newscaster,
,,,,,4,Talk Host,
,,365,Award Shows,Normal,1,Oscars,
,,,,,2,Emmys,
,,,,,3,Golden Globes,
,,,,,4,Baftas,
,,366,Animated Films,Normal,1,Pixar Film,
,,,,,2,Anime Movie,
,,,,,3,Claymation,
,,,,,4,Stop Motion,
,,367,Movie Snacks,Normal,1,Popcorn,
,,,,,2,Nachos,
,,,,,3,Candy Bar,
,,,,,4,Soft Pretzel,
,,368,Cinema Rooms,Normal,1,Theater Screen,
,,,,,2,Concession Stand,
,,,,,3,Projection Booth,
,,,,,4,Stadium Seat,
,,369,TV Equipment,Normal,1,Remote Control,
,,,,,2,Set-Top Box,
,,,,,3,Sound System,
,,,,,4,Streaming Stick,
,,370,Film Techniques,Normal,1,Montage,
,,,,,2,Close-Up,
,,,,,3,Dolly Shot,
,,,,,4,Wide Shot,
,,371,Reality TV,Normal,1,Talent Show,
,,,,,2,Cooking Contest,
,,,,,3,Home Makeover,
,,,,,4,Dating Show,
,,372,Sci-Fi Tropes,Normal,1,Time Travel,
,,,,,2,Alien Invasion,
,,,,,3,Cyberpunk City,
,,,,,4,Space Opera,
,,373,Classic Films,Normal,1,Silent Film,
,,,,,2,Noir,
,,,,,3,Western,
,,,,,4,Musical,
,,374,TV Formats,Normal,1,Sitcom,
,,,,,2,Miniseries,
,,,,,3,Soap Opera,
,,,,,4,News Magazine,
,,375,Production Gear,Normal,1,Boom Mic,
,,,,,2,Lighting Kit,
,,,,,3,Clapboard,
,,,,,4,Camera Dolly,
,,376,Fan Culture,Normal,1,Cosplay,
,,,,,2,Fan Club,
,,,,,3,Convention Badge,
,,,,,4,Fan Theory,
,,377,Home Theater,Normal,1,Soundbar Tv,
,,,,,2,Subwoofer,
,,,,,3,Projector,
,,,,,4,Screen Curtain,
,,378,Film Music,Normal,1,Soundtrack,
,,,,,2,Score,
,,,,,3,Theme Song,
,,,,,4,Leitmotif,
,,379,Binge Night,Normal,1,Pilot Episode,
,,,,,2,Cliffhanger,
,,,,,3,Series Finale,
,,,,,4,Rewatch,
,,380,Cinema Jobs,Normal,1,Usher,
,,,,,2,Projectionist,
,,,,,3,Ticket Taker,
,,,,,4,Concession Worker,
20,Jobs & Professions,381,Medical Careers,Normal,1,Doctor,
,,,,,2,Nurse Practitioner,
,,,,,3,Pharmacist,
,,,,,4,Radiologist,
,,382,Technology Careers,Normal,1,Software Engineer,
,,,,,2,Data Analyst,
,,,,,3,System Admin,
,,,,,4,Ux Designer,
,,383,Education Careers,Normal,1,Teacher,
,,,,,2,Professor,
,,,,,3,School Counselor,
,,,,,4,Librarian,
,,384,Construction Jobs,Normal,1,Carpenter,
,,,,,2,Electrician,
,,,,,3,Plumber,
,,,,,4,Mason,
,,385,Legal Field,Normal,1,Lawyer,
,,,,,2,Paralegal,
,,,,,3,Judge,
,,,,,4,Court Clerk,
,,386,Creative Jobs,Normal,1,Graphic Designer,
,,,,,2,Illustrator,
,,,,,3,Copywriter,
,,,,,4,Photographer Pro,
,,387,Business Roles,Normal,1,Accountant,
,,,,,2,Project Manager,
,,,,,3,Consultant,
,,,,,4,Hr Specialist,
,,388,Hospitality,Normal,1,Chef,
,,,,,2,Hotel Manager,
,,,,,3,Bartender,
,,,,,4,Server,
,,389,Public Service,Normal,1,Firefighter,
,,,,,2,Police Officer,
,,,,,3,Paramedic Responder,
,,,,,4,Postal Worker,
,,390,Transportation Jobs,Normal,1,Pilot,
,,,,,2,Bus Driver,
,,,,,3,Train Conductor,
,,,,,4,Truck Driver,
,,391,Manufacturing,Normal,1,Machinist,
,,,,,2,Assembler,
,,,,,3,Quality Inspector,
,,,,,4,Plant Manager,
,,392,Agriculture,Normal,1,Farmer,
,,,,,2,Rancher,
,,,,,3,Agronomist,
,,,,,4,Beekeeper,
,,393,Science Roles,Normal,1,Biologist,
,,,,,2,Chemist,
,,,,,3,Physicist,
,,,,,4,Geologist,
,,394,Finance,Normal,1,Banker,
,,,,,2,Financial Advisor,
,,,,,3,Loan Officer,
,,,,,4,Auditor,
,,395,Sports Jobs,Normal,1,Coach,
,,,,,2,Referee,
,,,,,3,Scout,
,,,,,4,Athletic Trainer,
,,396,Media Jobs,Normal,1,Journalist,
,,,,,2,Editor,
,,,,,3,Radio Host,
,,,,,4,Camera Operator,
,,397,Retail,Normal,1,Cashier,
,,,,,2,Store Manager,
,,,,,3,Sales Associate,
,,,,,4,Stock Clerk,
,,398,Skilled Trades,Normal,1,Welder,
,,,,,2,Hvac Technician,
,,,,,3,Roofer,
,,,,,4,Glazier,
,,399,Maritime,Normal,1,Sailor,
,,,,,2,Harbor Pilot,
,,,,,3,Ship Captain,
,,,,,4,Dock Worker,
,,400,Animal Care,Normal,1,Veterinarian,
,,,,,2,Zookeeper,
,,,,,3,Animal Trainer,
,,,,,4,Pet Groomer,
21,School & Education,401,Classroom Items,Normal,1,Chalkboard,
,,,,,2,Desk,
,,,,,3,Chair,
,,,,,4,Textbook,
,,402,Subjects,Normal,1,Mathematics,
,,,,,2,History,
,,,,,3,Science,
,,,,,4,Literature,
,,403,School Staff,Normal,1,Principal,
,,,,,2,Counselor,
,,,,,3,Coach Teacher,
,,,,,4,Janitor,
,,404,Student Life,Normal,1,School Backpack,
,,,,,2,Locker,
,,,,,3,Field Trip,
,,,,,4,Report Card,
,,405,School Supplies,Normal,1,Notebook,
,,,,,2,Pencil,
,,,,,3,Calculator,
,,,,,4,Binder,
,,406,Assessments,Normal,1,Quiz,
,,,,,2,Exam,
,,,,,3,Essay,
,,,,,4,Presentation,
,,407,Extracurriculars,Normal,1,Band,
,,,,,2,Debate Club,
,,,,,3,Art Club,
,,,,,4,Robotics Team,
,,408,Higher Education,Normal,1,Lecture Hall,
,,,,,2,Lab,
,,,,,3,Dormitory,
,,,,,4,Campus Library,
,,409,Graduation,Normal,1,Cap,
,,,,,2,Gown,
,,,,,3,Diploma,
,,,,,4,Honor Cord,
,,410,Sports at School,Normal,1,School Gym,
,,,,,2,Track,
,,,,,3,Bleachers,
,,,,,4,Scoreboard,
,,411,Class Formats,Normal,1,Lecture,
,,,,,2,Seminar,
,,,,,3,Workshop,
,,,,,4,Lab Session,
,,412,Early Learning,Normal,1,Alphabet Chart,
,,,,,2,Crayon,
,,,,,3,Building Blocks,
,,,,,4,Story Time,
,,413,Online Learning,Normal,1,Learning Portal,
,,,,,2,Video Lesson,
,,,,,3,Discussion Board,
,,,,,4,Quiz Module,
